title_en,title_am,similarity_score,alternative_position,reason
Team Leader- Mobile Health and Nutrition Team,የቡድን መሪ - የሞባይል ጤና እና የአመጋገብ ቡድን,0.0,Mobile Health Team Leader,"Leads a mobile health and nutrition team, standard title."
Team Leader Payment and System Administrator,የቡድን መሪ ክፍያ እና የስርዓት አስተዳዳሪ,0.0,Payment Systems Team Leader,"Leads payment and system administration, focused on payment systems."
Team Leader Stock,የቡድን መሪ አክሲዮን,0.0,Inventory Team Leader,Stock management corresponds to inventory team leadership.
Team Leader -Subgrant Management,የቡድን መሪ -የሱብግራንት አስተዳደር,0.0,Subgrant Management Team Leader,"Direct mapping, leads subgrant management activities."
"Team Leader, Agent and Merchant Development Officer","የቡድን መሪ, ወኪል እና የነጋዴ ልማት ኦፊሰር",0.0,Business Development Team Leader,Oversees agent and merchant development activities.
"Team Leader, Credit Risk","የቡድን መሪ, የብድር ስጋት",0.0,Credit Risk Team Leader,Manages credit risk team.
"Team Leader, Dispute and Fraud Monitoring Officer","የቡድን መሪ, ክርክር እና ማጭበርበር ክትትል ኦፊሰር",0.0,Fraud and Dispute Manager,Leads dispute and fraud monitoring.
Tech Host,የቴክኖሎጂ አስተናጋጅ,0.0,IT Support Officer,Provides technical hosting support.
Tech Lead,የቴክኖሎጂ መሪ,0.0,Technical Lead,Standard title for leading technical team.
Tech Support lead,የቴክኖሎጂ ድጋፍ መሪ,0.0,IT Support Team Leader,Leads tech support team.
TechFin Lead,TechFin መሪ,0.0,Fintech Lead,Leads technology and finance initiatives.
Technic Division Head,የቴክኒክ ክፍል ኃላፊ,0.0,Head of Technical Division,Heads technical division.
Technic Head,ቴክኒክ ኃላፊ,0.0,Head of Technical Department,Heads technical department.
Technical Advisor – Commodity Management Risk and Compliance Data Analyst,የቴክኒክ አማካሪ - የሸቀጦች አስተዳደር ስጋት እና ተገዢነት ውሂብ ተንታኝ,0.0,Risk and Compliance Data Analyst,Advises on commodity management risk and compliance data.
Technical Advisor I - Private Sector Engagement (PSE) and Business Growth,የቴክኒክ አማካሪ I - የግል ዘርፍ ተሳትፎ (PSE) እና የንግድ እድገት,0.0,Private Sector Engagement Advisor,Focuses on private sector engagement and business growth.
"Technical Advisor I – Research, Learning & Adapting",የቴክኒክ አማካሪ I - ምርምር፣ መማር እና ማላመድ,0.0,Research and Learning Advisor,"Advises on research, learning, and adaptation."
Technical Advisor I – Youth Engagement,የቴክኒክ አማካሪ I - የወጣቶች ተሳትፎ,0.0,Youth Engagement Advisor,Specializes in youth engagement.
"Technical Advisor II - Gender, Protection & Safeguarding",የቴክኒክ አማካሪ II - ጾታ፣ ጥበቃ እና ጥበቃ,0.0,Gender and Safeguarding Advisor,"Advises on gender, protection, and safeguarding."
Technical Advisor II - Seed Systems Specialist,የቴክኒክ አማካሪ II - የዘር ስርዓቶች ስፔሻሊስት,0.0,Seed Systems Specialist,Specialist in seed systems.
"Technical Advisor II – Technical Director and Policy Lead, Ethiopia Seed Activity","የቴክኒክ አማካሪ II - የቴክኒክ ዳይሬክተር እና የፖሊሲ መሪ, የኢትዮጵያ ዘር እንቅስቃሴ",0.0,Technical Director (Seed Activity),Directs technical and policy aspects of seed activity.
"Technical Advisor, Epidemic Ready Primary Health Care",የቴክኒክ አማካሪ፣ ወረርሽኝ ዝግጁ የሆነ የመጀመሪያ ደረጃ የጤና እንክብካቤ,0.0,Public Health Advisor (Epidemic Preparedness),Advises on epidemic-ready primary health care.
Technical and Maintenance Section Head,የቴክኒክ እና የጥገና ክፍል ኃላፊ,0.0,Technical and Maintenance Manager,Heads technical and maintenance section.
Technical Assistance for Co-facilitation of Advocacy Training of Trainers (ToT) workshop and Advocacy Strategy for NPI EXPAND Grantees in Ethiopia,ቴክኒካል እገዛ የአሰልጣኞች የጥብቅና ማስተባበያ ስልጠና (ቶቲ) አውደ ጥናት እና የጥብቅና ስትራቴጂ ለ NPI EXPAND ለጋሾች በኢትዮጵያ,0.0,Advocacy Training Advisor,Provides technical assistance for advocacy training and strategy.
Technical cofounder,የቴክኒክ መስራች,0.0,Technical Co-Founder,Co-founder with technical role.
Technical Content Writer For software Development,ለሶፍትዌር ልማት ቴክኒካዊ ይዘት ጸሐፊ,0.0,Technical Writer,Focuses on writing technical content for software development.
Technical Director - Integrated Health Systems Strengthening (I-HSS) Project,ቴክኒክ ዳይሬክተር - የተቀናጀ የጤና ስርዓት ማጠናከሪያ (I-HSS) ፕሮጀክት,0.0,Technical Director,Senior technical leadership for a health project.
"Technical Director, Ethiopia - USAID/Ethiopia Empowered Communities Activity (ECA)",ቴክኒካል ዳይሬክተር ኢትዮጵያ - USAID/ኢትዮጵያ ኢምፓወርድ ማህበረሰቦች እንቅስቃሴ (ኢሲኤ),0.0,Technical Director,Directs technical aspects of a USAID activity in Ethiopia.
Technical IT Support,ቴክኒካዊ የአይቲ ድጋፍ,0.0,IT Support Specialist,Provides technical support for IT systems.
Technical Lead -Women’s voice and local ownership (WVLO) Project,የቴክኒክ አመራር -የሴቶች ድምጽ እና የአካባቢ ባለቤትነት (WVLO) ፕሮጀክት,0.0,Technical Lead,Leads technical aspects of a women's empowerment project.
"Technical Manager, Mobile Money Service","የቴክኒክ አስተዳዳሪ, የሞባይል ገንዘብ አገልግሎት",0.0,Technical Manager,Manages technical operations for a mobile money service.
Technical Sales Veterinary Drugs,ቴክኒካል ሽያጭ የእንስሳት ህክምና መድሃኒቶች,0.0,Technical Sales Representative,Sales role requiring technical knowledge of veterinary drugs.
Technical Site Reporter,የቴክኒክ ጣቢያ ሪፖርተር,0.0,Site Reporter,"Reports on-site activities, likely for a project."
"Technical Specialist - Gender, HPs and Youth","የቴክኒክ ስፔሻሊስት - ፆታ, HPs እና ወጣቶች",0.0,Technical Specialist,"Specialist focusing on gender, health promoters, and youth."
Technological Development Lead,የቴክኖሎጂ እድገት መሪ,0.0,Technology Development Lead,Leads development of new technologies.
Telebirr & EVD Sales Representatives,ቴሌቢር እና ኢቪዲ የሽያጭ ተወካዮች,0.0,Sales Representative,Sells Telebirr and EVD products to customers.
Telebirr agent recruiter,የቴሌቢር ወኪል ቀጣሪ,0.0,Agent Recruiter,Recruits agents for Telebirr services.
Telebirr Agent Support Service,ቴሌቢር ወኪል ድጋፍ አገልግሎት,0.0,Agent Support Specialist,Provides support to Telebirr agents.
TeleBirr API integration developer,ቴሌቢር ኤፒአይ ውህደት ገንቢ,0.0,API Integration Developer,Develops integrations with TeleBirr API.
Telebirr API integration on the web and in a flutter application with a Node.js backend.,የቴሌቢር ኤፒአይ ውህደት በድር ላይ እና በ Node.js የጀርባ አፕሊኬሽን ውስጥ,0.0,API Integration Developer,Integrates Telebirr API across web and Flutter with Node.js.
Telebirr API integration with laravel backend on the web and flutter application,የቴሌቢር ኤፒአይ ውህደት በድር ላይ ካለው ላራቬል ጀርባ እና ፍሉተር መተግበሪያ,0.0,API Integration Developer,Integrates Telebirr API with Laravel and Flutter.
Telebirr api integration with website,የቴሌቢር ኤፒአይ ውህደት ከድር ጣቢያ ጋር,0.0,API Integration Developer,Integrates Telebirr API with a website.
Telebirr Operation Support,የቴሌቢር ኦፕሬሽን ድጋፍ,0.0,Operations Support Specialist,Supports daily operations of Telebirr.
Telebirr payment integrator,የቴሌቢር ክፍያ ውህድ,0.0,Payment Integration Specialist,Integrates Telebirr payment systems.
Telegram Bot & Application Expert,የቴሌግራም ቦት እና የመተግበሪያ ባለሙያ,0.0,Telegram Bot Developer,Develops and manages Telegram bots and applications.
Telegram channel /group promoter,የቴሌግራም ቻናል/የቡድን አስተዋዋቂ,0.0,Digital Marketing Specialist,Promoting Telegram channels/groups is a form of digital marketing.
Telegram channel admin,የቴሌግራም ቻናል አስተዳዳሪ,0.0,Community Manager,Administering a Telegram channel involves managing community interactions.
Telegram channel controller,የቴሌግራም ቻናል መቆጣጠሪያ,0.0,Content Moderator,Controlling channel content requires moderation.
Telegram channel developer,የቴሌግራም ቻናል አዘጋጅ,0.0,Software Developer,Developing Telegram channels may involve coding bots or features.
Telegram scraping,ቴሌግራም መቧጨር,0.0,Data Scraper,Scraping data from Telegram is a data extraction task.
Telemedicine,ቴሌ መድሐኒት,0.0,Telemedicine Specialist,Providing medical services remotely via telemedicine.
Teleport Tech,ቴሌፖርት ቴክ,0.0,IT Technician,Likely a tech support role given unclear title.
Temporary Data Encoder,ጊዜያዊ የውሂብ ኢንኮደር,0.0,Data Entry Clerk,Temporary data encoding is equivalent to data entry.
Tender Followup officer,የጨረታ ክትትል ኦፊሰር,0.0,Procurement Officer,Following up on tenders is a procurement function.
Tender Specialist,የጨረታ ስፔሻሊስት,0.0,Procurement Specialist,Specializing in tender processes.
Tender/Sourcing Expert,ጨረታ/ምንጭ ኤክስፐርት,0.0,Sourcing Specialist,Both tender and sourcing expertise.
Tendering & Proposal Engineer,ጨረታ እና ፕሮፖዛል መሐንዲስ,0.0,Proposal Engineer,Handles tendering and proposal engineering.
Tendering And Project Evaluation Department Manager,የጨረታ እና የፕሮጀክት ግምገማ መምሪያ ሥራ አስኪያጅ,0.0,Tendering Manager,Manages tendering and project evaluation department.
TERMS OF REFERENCE FOR KELAFO FAMILY AND COMMUNITY EMPOWERMENT PROGRAM PHASE III TERMINAL EVALUATION IN SOMALI REGIONAL STATE KELAFO DISTRICT,በሶማሌ ክልል ቀላፎ ወረዳ የከላፎ ቤተሰብ እና ማህበረሰብ ማጎልበት ፕሮግራም የማጣቀሻ ውል 3ኛ ደረጃ የመጨረሻ ግምገማ,0.0,Project Evaluator,Terminal evaluation of a program.
Termux programmer,ተርሙክስ ፕሮግራመር,0.0,Software Developer,Programming in Termux environment is software development.
Thematic Lead - Child Protection in Emergency,ቲማቲክ እርሳስ - በድንገተኛ ጊዜ የልጆች ጥበቃ,0.0,Child Protection Specialist,Thematic lead in child protection in emergencies.
Thematic Lead - Nutrition and Health,Engineering,0.0,Nutrition and Health Specialist,Thematic lead in nutrition and health.
Thematic Sector Lead-Gender-Equality and Inclusion,ቲማቲክ ሴክተር መሪ-ሥርዓተ-ፆታ-እኩልነት እና ማካተት,0.0,Gender Equality Specialist,Lead on gender equality and inclusion.
Thematic Technical Director – Child Right Governance,Business,0.0,Technical Director,Thematic technical director for child rights governance.
Third Party Claims Division Head,የሶስተኛ ወገን የይገባኛል ጥያቄ ክፍል ኃላፊ,0.0,Claims Manager,Head of third party claims division.
Third Party Recovery Collection Officer I,የሶስተኛ ወገን መልሶ ማግኛ ስብስብ ኦፊሰር I,0.0,Debt Collection Officer,Standard role for recovering debts from third parties.
Third-Party Monitoring,የሶስተኛ ወገን ክትትል,0.0,Monitoring and Evaluation Officer,Monitoring third-party activities is common in project M&E roles.
Thumbnail Creator,Thumbnail ፈጣሪ,0.0,Graphic Designer,Thumbnail creation is a graphic design task.
Tigirnga Voice over female,የትግርኛ ድምጽ ከሴት በላይ,0.0,Voice Over Artist (Tigrigna),Voice over work specifically in Tigrigna language.
Tigrigna speaking German teacher,ትግርኛ ተናጋሪ ጀርመናዊ መምህር,0.0,German Language Teacher,"Teaching German, with additional Tigrigna language skill."
Tigrigna Speaking Skilled Course Instructors,ትግርኛ ተናጋሪ የሰለጠነ ኮርስ አስተማሪዎች,0.0,Vocational Trainer,Skilled course instruction for vocational training.
Tigrigna to Affan Oromo Translator,ከትግርኛ ወደ አፋን ኦሮሞ ተርጓሚ,0.0,Translator (Tigrigna to Oromo),Language translation between Tigrigna and Afan Oromo.
Tigrigna to Amharic translator,ከትግርኛ ወደ አማርኛ ተርጓሚ,0.0,Translator (Tigrigna to Amharic),Language translation between Tigrigna and Amharic.
Tigrigna to English Transcription,ከትግርኛ ወደ እንግሊዝኛ ግልባጭ,0.0,Transcriptionist (Tigrigna to English),Transcription of audio from Tigrigna to English.
Tigrinya sentence collector,የትግርኛ ዓረፍተ ነገር ሰብሳቢ,0.0,Data Collector (Linguistic),Collecting sentences for language data projects.
Tigrinya to Kunama Translators,ከትግርኛ ወደ ኩናማ ተርጓሚዎች,0.0,Translator (Tigrinya to Kunama),Translation between Tigrinya and Kunama languages.
Tik Tok content creator,የቲክ ቶክ ይዘት ፈጣሪ,0.0,Social Media Content Creator,Creating content specifically for TikTok platform.
Tik Tok content Creator for Interior Designer Promotion,የቲክ ቶክ ይዘት ለቤት ውስጥ ዲዛይነር ማስተዋወቅ ፈጣሪ,0.0,Social Media Content Creator (Interior Design),Content creation for TikTok focused on interior design promotion.
