title_en,title_am,similarity_score,alternative_position,reason
IFB Information Documentation Officer,,0,Documentation Officer,"IFB Information Documentation Officer handles documentation for Islamic banking, mapped to a general documentation role."
IFB Research and Development Officer,,0,Research and Development Officer,IFB Research and Development Officer is directly mapped to a standard R&D officer role in Ethiopian banking.
IFB Senior CRM,,0,Senior Customer Relationship Manager,"IFB Senior CRM is a senior customer relationship manager in Islamic banking, mapped to the standard CRM title."
IFRS Adoption Officer,,0,Compliance Officer,"IFRS Adoption Officer ensures financial reporting compliance, mapped to a compliance role in Ethiopian finance."
IFRS OFFICER' for a Property Valuation company,,0,Financial Reporting Officer,"IFRS Officer in a property valuation company handles financial reporting standards, mapped to a standard reporting role."
ILaNS Technical Program Coordinator,,0,Program Coordinator,ILaNS likely refers to a specific program acronym; Technical Program Coordinator maps to general Program Coordinator.
Illustrator for B&W traditional African designs,,0,Graphic Designer,Illustrator for traditional African designs is a specialized graphic design role.
Imaginative business card designer,,0,Graphic Designer,Business card designer is a common graphic design specialization.
IMAM Research Project Coordinator,,0,Research Project Coordinator,IMAM likely refers to a research project; coordinator role maps directly.
Implementation Director,,0,Director of Implementation,Implementation Director is a senior management role overseeing project execution.
Implementation Support Assistant,,0,Project Support Assistant,Implementation Support Assistant provides administrative support to implementation teams.
Inclusive Health Services Project officer for Inclusive MBMF project,,0,Project Officer,Inclusive Health Services Project officer is a project officer role with a health focus.
Inclusive Value Chain Development Advisor - Highland Resilience Activity,,0,Value Chain Advisor,Inclusive Value Chain Development Advisor focuses on agricultural value chains.
Income Generating Activities (IGA) Manager,,0,Program Manager,"Income Generating Activities Manager oversees livelihood programs, similar to program management."
Indirect Tv and Radio promoters,,0,Promoter,Indirect TV and Radio promoters are marketing promoters for media channels.
Indoor and Networking Sales,,0,Sales Representative,"Indoor and Networking Sales focuses on selling products/services, similar to a Sales Representative role."
Infant and Young Child Feeding in Emergencies (IYCF-E) Officer,,0,Nutrition Officer,"IYCF-E Officer deals with child feeding in emergencies, aligning with Nutrition Officer responsibilities."
Infection Prevention and Control (IPC) Senior Expert,,0,Infection Control Specialist,"IPC Senior Expert focuses on preventing infections, matching the Infection Control Specialist role."
Infographics and Website Designer,,0,Graphic Designer,"Infographics and Website Designer involves visual design, similar to a Graphic Designer."
Information on ride hailing business,,0,Business Analyst,"Information on ride hailing business involves analyzing business data, akin to a Business Analyst."
Information Services Specialist (Addis Ababa),,0,Information Specialist,"Information Services Specialist provides information services, directly mapping to Information Specialist."
Infrastructure Rehabilitation Overseer,,0,Construction Supervisor,"Infrastructure Rehabilitation Overseer supervises infrastructure repairs, similar to Construction Supervisor."
Ink-jet Department Trainee (Graduates),,0,Printing Trainee,"Ink-jet Department Trainee learns printing processes, equivalent to a Printing Trainee."
Innovation and System Development Officer,,0,Innovation Officer,"Innovation and System Development Officer drives innovation and systems, matching Innovation Officer."
Instagram And Facebook Advertiser,,0,Social Media Advertiser,"Instagram and Facebook Advertiser manages social media ads, similar to Social Media Advertiser."
INSTRUCTION TO BIDDER FOR THE AUDIT OF ACCOUNTS OF Association for Human Rights in Ethiopia AHRE,,0,Auditor,"The title involves auditing accounts, which aligns with an Auditor role."
Livelihood And Nutrition Security/ILANS Officer,,0,Livelihood Officer,Focus on livelihood and nutrition security matches a Livelihood Officer role.
Interen creative content creator,,0,Content Creator,Creative content creation maps directly to Content Creator.
Interest Free Banking Retail CRM,,0,CRM Officer,Interest Free Banking Retail CRM refers to customer relationship management in banking.
Interfacing and microcomputing project,,0,Software Developer,Interfacing and microcomputing project suggests software development work.
Interfacing course project,,0,Software Developer,Interfacing course project implies software development tasks.
Intergrated Livelihood and Nutrition Security Officer,,0,Livelihood Officer,Integrated livelihood and nutrition security aligns with Livelihood Officer.
PHP programer,,0,PHP Developer,PHP programer is a common alternative for PHP Developer.
3ds Max software trainer,,0,3D Modeling Trainer,3ds Max software training maps to 3D Modeling Trainer.
International card holder,,0,Customer Service Representative,International card holder likely refers to customer service for cardholders.
International English Proficiency Exams Coach,,0,English Language Instructor,Coaching for English proficiency exams is a core function of an English language instructor.
International Health Regulations Strengthening Project – Technical Advisor,,0,Public Health Advisor,Technical advisory on health regulations aligns with public health advisory roles.
"Intern, AYSRH program",,0,"Intern, Youth Programs","AYSRH stands for Adolescent and Youth Sexual and Reproductive Health, which falls under youth programs."
Intern Digital Markter,,0,Digital Marketing Intern,Direct mapping with corrected spelling of 'Markter' to 'Marketing'.
Internet አስጠቃሚ,,0,Internet User,Direct translation of the Amharic term 'አስጠቃሚ' meaning user.
Internet and movie center,,0,Internet Cafe Attendant,Managing an internet and movie center is similar to an internet cafe attendant role.
Internet Cafe and Mobile Accessories Assistant,,0,Sales Assistant,Assisting with internet cafe and mobile accessories sales is a sales assistant function.
Internet cafe and photo copy bet,,0,Internet Cafe Attendant,Running an internet cafe and photocopy service is typical for an internet cafe attendant.
Internet cafe Assistant,,0,Internet Cafe Attendant,Direct mapping for an assistant in an internet cafe.
Internet Cafe Clark & Typist,,0,Internet Cafe Clerk,Combining clerical and typing duties in an internet cafe is a clerk role.
Internet/Game cafe Admin,,0,Cafe Administrator,Internet/Game cafe Admin is best mapped to Cafe Administrator as it involves managing a cafe's daily operations.
Intern Flutter App developer,,0,Flutter Developer Intern,Intern Flutter App developer is a standard internship role for Flutter development.
Intern flutter developer,,0,Flutter Developer Intern,Intern flutter developer is the same as Flutter Developer Intern.
INTERN FOR DIGITAL BRANDING AND SOCIAL MEDIA MANAGMENT,,0,Digital Marketing Intern,"INTERN FOR DIGITAL BRANDING AND SOCIAL MEDIA MANAGMENT focuses on digital branding and social media, fitting Digital Marketing Intern."
Intern for Marketing and coding jobs,,0,Marketing Intern,"Intern for Marketing and coding jobs combines marketing and coding, but marketing is primary; thus Marketing Intern."
Intern Frontend Developer,,0,Frontend Developer Intern,Intern Frontend Developer is a standard internship for frontend development.
Intern Front End Developer,,0,Frontend Developer Intern,Intern Front End Developer is the same as Frontend Developer Intern.
Intern full stack developer,,0,Full Stack Developer Intern,Intern full stack developer is a standard internship for full stack development.
Intern Fullstack Developer For Marketplace Platform,,0,Full Stack Developer Intern,"Intern Fullstack Developer For Marketplace Platform is a specialized full stack intern role, best mapped to Full Stack Developer Intern."
Intern or junior level ui designer,,0,UI Designer Intern,Intern or junior level ui designer is best mapped to UI Designer Intern as it focuses on UI design at an entry level.
Intern PHP Developer,,0,Junior PHP Developer,Intern PHP Developer maps to entry-level PHP development role.
Reporter with Management Skills,,0,Senior Reporter,Reporter with management skills suggests a senior or lead reporting role.
Internship Digital Marketer & Marketing Strategist (Remote Unpaid),,0,Digital Marketing Intern,Internship Digital Marketer & Marketing Strategist is an intern-level digital marketing position.
Internship Entry Level Laravel Developer,,0,Junior Laravel Developer,Internship Entry Level Laravel Developer is a junior Laravel development role.
